text,date,recipient
"My dear Mother, Many thanks for your last, also for Cecily's 2 letters -- to-day's informing me of G's arrival. I am so glad she has got home safely and hope that she is none the worse. I am afraid her journey must have been very trying. Perhaps she will summon up enough energy to write me a line one of these days. There must be one or two letters of mine chasing her across the High Seas. We are out of the trenches at the moment, for a little rest which is not unwelcome to the men, as the weather has been none too good for the last few days. The Bosch is quiet and done nothing out of the ordinary for a long time, though he persisted in dropping an occasional gas shell over the other day -- all in the same place, with the result that the wind blew it over our way and we were all weeping like children for a long time afterwards. It would have been quite easy to put a gas helmet on, but no one seemed to think of it, so we bore it bravely. I am at the moment having a beautiful row with Gamages over a bill, which I am pretty certain was paid long ago, but as I haven't the mess accounts, I can't make certain. Anyhow they are threatening legal proceedings. Love to all Jack. ",1916-12-06,Charlotte Peirs
"My dear Father, Many thanks for letters from C G and O. I am very glad G. got home unscathed as those beastly submarines were always on my mind. The telescope has arrived lens and all and fills the heart of the Sniping Officer with delight. I will let you know how it works and how many Bosches we bag with it, when I can. It seems in very good order. At present we are out of the line so it is lying doggo. It is a beastly day and I am very glad to be in a house, owing to Haig or someone going on leave. I shall have the Battalion on my hands again for a few days, as when he goes the Army Commander goes to the G. H. Q. and our Corps Commander to the Army, our Divl. bloke to the Corps, Brigadier to the Division, and Irvingham to the Brigade. Anyhow it works somehow like this. Jo has returned from his school, where he appears to have enjoyed himself without overwork and to have impressed his capabilities on the commandant as the latter wanted to keep him as an instructor, but the C. O. wouldn't hear of it, I am glad to say. The Bosch opposite was very joyful at the fall of Bucharest, and rang bells and sang ditties in honour thereof and got properly strafed in consequence. He seems to be wanting to copy our example in raids lately, but has caught a tartar once or twice lately, so perhaps hiss giddy ardour is subdued. I always expect to meet a Bosch in our trenches when going round at night. I heard of a Battalion the other day who proudly claimed the capture of a prisoner and it turned out that a miserable little Bosch about 18 years old had lost his way on patrol and had got into our lines and gone to sleep in an empty dug-out. He came afoot in the morning and was at once captured by an officer, who had no arms himself, luckily the Bosch had left his rifle in the dug out and the officer was so pleased with his capture that he wouldn't leave him but took him all the way back to Corps Headquarters. I hear that the Roumanians are moving so fast that even the Bosch Bosch cavalry can't catch them. still the Bosch must be losing a certain number of men in the process, which is all to the good, as I believe he has got his 1919 class in the depots in Germany now Love to all Jack. ",1916-12-08,Hugh Peirs
"My dear Father, Very many thanks for another excellent box of cigars, which I very greatly appreciate. Please thank Mother C G and O for lots of letters books and papers. I had a truly enormous post from the family to-day and I am the envy of everyone. Irvingham is still away so I am looking after the shop, while he surveys from a higher sphere in the Brigade office. From various small indications I can't help thinking that he is in the running for a Brigade himself, though how it will affect me if he goes I don't know. We have had a senior officer of the line sent to us in the last few days and it made things a bit awkward, as he has at least 15 yrs. regular service and has been home wounded twice. However he has been here for 3 days in the capacity of a visitor and has to-day gone to a school as an instructor, and I fancy that if it has been definitely decided that he was eventually to have the Battn. he would not have been sent away. However I think he is of opinion that he is to have it and of course from his point of view he ought. It is all in the air and there may be nothing in it. He is quite a good fellow and knows his job, but whether he would make a good C. O. I have not seen enough of him to say. I am sorry to hear about Aunt Meamie and hope she is better now. We had a really good concert when we were out the other day and produced some surprising talent in two professionals. We also took the precaution to bar the people who usually sing, as they are all bad and we know their songs by heart, so the thing was quite a success. I am rather anxious at the moment, as I am half anticipating a raid by the Bosch. The difficulty is that my suspicions are so slight, that I can't make the preparations I could if I knew more. However I ought to know definitely to-morrow what is in the wind, and provide accordin'. I hope we catch him on the bend. The bucolic peace that used to pervade this place has rather died away lately and it is now no unusual occurrence to hear a rifle bullet and a shell. Whether we or the Bosch is the aggressor I do not know, but things are getting much more normal and rather what one expects in trench warfare. Love to all Jack. A fellow has just joined who was billeted with Arthur Ellis at Epsom when the Public Schools Battalion was there. I have not yet discovered his name. ",1916-12-13,Hugh Peirs
"My dear Mother, Many thanks for letters from yourself Father C. and G. -- also for a book from Cecily by Bairnsfather. It is quite interesting and he writes about some trenches we were in at one time. The news of the French show at Verdun should make the Bosch sit up and put forth more peace proposals. The incident I mentioned in my last letter to Father has come off -- it came off the night I wrote. It is curious that I am almost always in charge of the panto. when these little things come off and I am pleased to say that there are a fewer Bosches now than there were and we are precisely as we was, except being a little -- just the slightest bit - ^ more pleased with one another than before and fewer harsh words have been spoken and more daily acts of kindness done than before. We have been visited by the minor planets of the martial constellation while the major ones have shed their kindly beams on us, and we are bathed in their smiles. There is no news. The Trench Mortar Officer I told you of, has got promoted or blown up or something. Anyhow we have a new one, who dropped one of his beastly bombs in our front line this afternoon and wreck wrecked a most beautiful bit of trench, the only decent bit we've got. We like Trench Mortar Officers at times, but nooone could love this person and I shall have pleasure in telling him so to-morrow. Love to all Jack ",1916-12-16,Charlotte Peirs
"My dear Family, this should reach you about Xmas and I wish you all as good a time as is possible in the circs. Unfortunately I shall not be there to shed the light of my countenance at the festive board and in the ordinary course will be in the front line at the time, but I daresay we shall imagine to amuse ourselves and it should be a busy day as everyone gets very nervous in case the other people are going to do the dirty on them and our staff seem anxious that the events of Xmas 1914 shall not be repeated and Football Matches Briton very Bosch in No Mans Land are taboo. Also photographing parties, such as Bairnsfather mentions in his book. Officially of course there are No Cameras in the Army, though I have heard it hinted that this order is not always obeyed. Many thanks for letters, 2 cakes and eatables, papers, a Book more cigars -- in fact every thing that the heart of man desires. We are out of the line and the C. O. is back, so the normal regime continues so far as I am concerned. I am going back to-morrow to seek a dentist as I have lost a stopping, which needs to be replaced. I am sorry C. had such a rotten time at her concert. It will make her think twice before she goes again, I fancy. The weather is cold and there is frost about, but the previous occupants have managed to start a fireplace in my dug out and ^ as we are now buying coal to supplement the daily rotation we manage to carry on all right. It is very clear to-day, consequently the aeroplanes are busy and our guns have done a lot of shooting, which has stirred up the Bosch and he now seems inclined to retaliate on us. Luckily he has not got much ammunition so he can't do much. I have now developed into a kind of Battalion Banker, as so much money has been lost by Officers owing to their being in the line, that I keep it all and it is nothing for me to be wandering round with 7000 francs on my person and more in the valise. The first day I had it I lost 490 francs, but recovered it eventually, as I had been doling out 20 franc notes as though they were only 10 francs. At present I have only lost 15 francs, but expect someone to come along with that soon. I enclose Xmas presents for the Olive branches^ £5 each I don't know what to get for the parent stem yet but will see what can be done. Love to all Jack. P. S. The cigars are excellent. I get a book from Hatchards weekly, in fact I have several on hand at the moment as I was rather busy last week.",1916-12-20,Family
"My dear Family, Many thanks for many letters – also for a bottle of drink, some food & biscuits. I am sorry not to have written for the last 2 or 3 days, but am rather busy as the C. O. is again away commanding another Brigade temporarily, & Peter Bye is away getting married I fancy, but he is a sly dog & won't own to it. Anyhow he is away from the Battn. if he is not on leave, so there is plenty to do. The men are having their Xmas dinners & we are feeding them by Companies daily & the first two have gone off very well, but I hear to-day that there is no fresh meat issue to-morrow, so I have had to spend 300 frs. in buying meat & the Canteen is nearly broke. I hope the fresh meat materialises the day after, or we shall be bankrupt. I saw the New Year in with a win of 50 frs. which is a good omen. The following day I had a dose of an army dentist, who was quite the most noxious specimen of the tribe I have run across. Luckily the tooth was dead, as he broke 3 instruments on it & kept up a running comment with his assistant as to where he had got to & how things were looking all the time. I have got to go to him again but will try to put it off when the time comes & see our George when I get back. There is a rumour that Irvingham is going to stop where he is now, as they say that the man, who has nominally gone on leave, is not coming back. I don't know if there is any truth in it, but suppose I shall discover fairly soon, & then my eventual position will be settled. I am going for a joy ride with the G. O. C. in a couple of days time on some futile job, so I must endeavour to impress the good man with my suitability. Love to all Jack. ",1917-01-02,Family
"My dear Mother, Many thanks for your last, also for letters from the gals. I am sorry you have all had colds but hope they are on the mend by now. The weather is too beastly for words & it is a wonder that the whole British army is not down with something of the sort, yet somehow we don't seem to be worried with them. I suppose the healthy open air life has something to do with it, yet there are many who could do with a little less of the open air. I am sorry not to have written for a few days, but have plenty to occupy my time & have really been rather pushed the last few days. When we were back the men had their Xmas dinners by companies & we fed them with Plum puddings & beer & I fancy they enjoyed themselves. Also the sergeants had a dinner & there were concerts & a cinema not far off so they got a fair amount of amusement. I had a joy ride in a car one day to see a demonstration of some of our engines of warfare but there was nothing that I hadn't seen before, so that part was not very interesting though the whole thing took me all day, but I quite enjoyed the run. We are now in the line again & find the Bosch fairly quiet though his minnies cause a little trouble & a lot of work in rebuilding trenches after he has knocked them in & the weather rather helps him than otherwise. We have got a strange Colonel attached to us now, who seems fairly innocuous. He is a Welshman & a Territorial & was out in the Dardanelles, so he knows nothing of this front. I don't know how long I shall have to look after him, but I think only for 5 days. Perhaps Irvingham will be back soon & take him off my hands. I hope you saw your son & heir in the paper the other day. I suppose it was because of the raid last June, as I don't feel conscious of anything else unusual since then. I don't fancy that this Div. did very well in the list, at least the Divl. Staff didn't think so, though of course they were all mentioned, but there certainly are several people who ought to get things & don't. The truth is that those who deserve them most are the ones who try to get things out of the higher authorities & are consequently not popular with the latter. I hear we are going right back some time, but these rumours get about & are rarely accurate so we may or may not get out, but I don't think any objections would be raised if we did. Love to all Jack. ",1917-01-06,Charlotte Peirs
"My dear Father, I am sorry to hear that your larynx is not as tractable as it might be & hope you are really better now & that a little rest has not done any permanent injury. Please thank everyone for letters & a box of chocolate dates & several novels. Nothing of immediate interest has happened the last week – we have been out of the front line & are now in again with lots of snow to keep us warm. It shows signs of thawing, so I do not anticipate a very pleasant time for the men. I have no reason to be pitied, (this as I see that G & O. are inclined to waste sympathy) as I live very comfortably in dry dug outs with fires & am quite in clover, particularly as there are lots of us in a confined space & consequently keep each other warm. Irvingham was back for one night, but has gone again as an acting Brigadier, what time the real one is away sick. I have doubts about his sickness, as there are rumours that he is for home, but know nothing for certain & anyhow I am running the concern for the moment & I suppose shall continue to do so for a few days, as if the C. O. comes back he is going to our own Brigade, as some of the higher authorities are going on leave. The Major man from our 1st. Battn. has now been sent off to command it, so his claims are disposed of for the moment & we are as we was. He is quite a good chap & quite knowledgeable but I am not sorry that he has gone. Gery Clayton has come back & is at the moment acting as 2nd in C. as he is doubtful whether he is not to be sent off as adjutant of another Battalion. I am sorry to hear of Mother's chill, & hope she has got over the worst of it now. I think you have all been working too hard. I don't think I acknowledged the last box of cigars, which came 2 or 3 days ago & which are very good… Will you cease sending the Bystander now as we get a copy for the mess? The Autocar continues to arrive with unfailing regularity. Love to all Jack. ",1917-01-17,Hugh Peirs 
"My dear G. Many thanks for yours of the 15th, which I got to-day – much more speedily than usual as the post has been very dicky lately. The drink arrived at the same time, for which I have written to J. R. P. I don't know that there is any immediate prospect of leave till I have done 6 months from the last at the least. Since I wrote yesterday there is nothing much to tell you. We had a worried night as the Bosch insisted on strafing violently at odd intervals & we didn't know what he was playing at. However he didn't try any tricks so it did not matter much, except that he disturbed my repose. He is rather irritable at the moment & what with the snow & our artillery I don't blame him. I hope Weelaum is flourishing, but if the mail boat has gone down, I suppose you will miss a letter or so, though I imagine he is a very poor correspondent, particularly if he is out in the wilds. I have nothing to say & several things to do at the moment so my love to all Jack. ",1917-01-18,Gladys Peirs 
"My dear Mother, Many thanks for your last, also for birthday letters from Father & the 3 girls, & for 2 bottles of drink & a box of cigars – all very tasty. The cake has not yet arrived, but we have got another which was sent to our Transport Officer, whose birthday is to-day, so we have shared that. It is still very cold & dry & there is lots of snow on the ground, which must have been there now for 3 weeks. Things seem very quiet at the moment. There has been a lot of heavy artillery fire in the distance for some days, but it has stopped to-day & was probably due to the Bosch stunt in Belgium a few says ago. I was to have gone down to Boulogne for a week from to-morrow on a sort of conference which is held periodically & for which they haul infantry officers out of the line & it might have been rather interesting, but as the C. O. is off again for 10 days in 48 hours time, my joy ride has been cancelled. I don't know anyhow that there is much to do at Boulogne but it would have been a change from associating with the Bosch. Please tell Father that alas his telescope is no more as the Bosch dropped a Minnie on it & all they have recovered is a bit of twisted brass & part of the eyepiece. How on earth the men using it got off I don't know as their post, which was a small dug out let into the thickness of the parapet, completely disappeared but they turned up all right, rather shaken but intact. I was watching one of ours the other day, which landed in a house behind the Bosch lines. At the start the house wasn't so bad – that is to say it had 4 walls & most of its roof, but when the flying pig, as we call ours, had done its work the house had completely disappeared & it only took one round to do the trick. I have just been making up the Battalion Pay accounts & have apparently made 90 frs. out of the Government. I may say that it is very difficult to make a penny our of them, so if it is correct I deserve great credit. However I shall probably find in time that they have made it out of me. It works out to a big figure – about 20000 frs a month I have to account for & the system is not so easy to work as the authorities would have us believe. My teeth are quite all right & give no trouble, though as I told you I had to visit the Army dentist once. Love to all Jack. ",1917-02-02,Charlotte Peirs
"My dear Mother, I am over the water again after a good crossing & going up this afternoon. I dined with Jo last night & went to another theatre, though my original intention had been to go to bed early. Love to all Jack. I have sent a cheque to the bank for the 3 girls as an unbirthday present",1917-03-18,Charlotte Peirs 
"My dear Glad, Many thanks for yours – also for others from mother C & O. I hope someone has been able to find a suitable offering for Rosamond, as I have not the slightest idea what form it should take. We are in the line & wishing for the real spring, as the weather is very nearly quite respectable but it persists in snowing at odd intervals & the melting operations entail a slushy state in the trenches. The Bosch seems to want to be inactive but our people behind insist on strafing, so we get it back in a minor degree. He is also very nervy and flares up for nothing whatever. Unfortunately he seems to know exactly where our mess is & where my own little bed is hidden & drops whizz bangs nearby in a most disconcerting manner. Luckily I don't mind how many whizz bangs he puts over as my roof is impregnable to whizz bangs & I am only praying that the whizz bang man doesn't go & dine with anyone connected with the 5.9's or they may like to have a go & we shall have to emigrate. Weve been trying to collar a Bosch the last few days to add to the collection & there is a small party out hunting one now but I don't know if they will have any luck as there is lots of moon. The C. O. is still away and won't be back for several days. A kitten has adopted us at the moment & is walking about this letter as I write. He or she insists on sitting down on the page & blotted the last most successfully. It is now playing with a whiskey bottle cork on our snow white napery or (to be truthful) dingy grey tablecloth which may or may not have been white once. I must introduce it to the puppy, if the latter is old enough, but I have not seen it since I came back. I have nothing to talk about except military matters, which are taboo & I haven't been half a mile from the trenches since I came out so I haven't come into contact with civilian affairs. I hear they have taken to shelling the area where we go back to rest, so I suppose we shall now have to sleep in cellars there & they used to have beautiful beds & sheets. I hear the Brigade have to share a cellar with 3 female proprietresses of their billet, the latter decently curtained of but the padre's modesty is shocked as he has to pass through their billet bedroom to get to his own. I hear the Hun hunters are on their way in so must cease. They have been out for an hour or more, but I have heard no signs of trouble & assume they have had no luck. Love to all Jack. ",1917-04-04,Gladys Peirs
"My dear Mother, Many thanks for your last, also for others from C. G & O & various books and papers. I hope G. is all right again. We are out of the line in billets & would be very comfortable except for guns which are all round & about us & hem us in on every side. Likewise where there are guns there do the Bosch shells go also, so we keep underground as much as possible when there are storms about. You will see from the papers that what I told you of has at last come off & they appear to have rolled up the Bosch fairly successfully & got over 2000 of them to keep. I don't fancy the Bosch is to be left to himself. I see the papers are fairly gloomy, & old Balfour has been as pessimistic as he was about the Jutland show. Anyhow we are not done as regards the air here, though the Bosch is rather more enterprising, but he certainly can't come over & do as he likes though I believe we haven't got the same freedom as usual. From all the reports I see he has quite as many machines driven down as we do & it will only be the matter of a little time before we have the upper hand as before. It was exactly the same on the Somme last year & we didn't really scare him off for 3 or 4 weeks after the start. Hamilton the adjutant got a blighty through his leg to-day & the Quartermaster & his Sergeant are sick, so our staff is sadly depleted & I am trying to think of someone who will ensure us getting our daily bread & can't put my hands on anyone at the moment. I hear that the people on the Somme are having the time of their lives, as they have all got little shows to run on their own & they get right away from the heavy guns & strafe each other with normal weapons to their hearts content. I don't know what the Bosch thinks of this Vimy show but he will be put to it to have another big show on his hands in addition to the Somme, & I hear that ^ the Vimy ^ Ridge was to have been held at all costs Love to all Jack. ",1917-04-08,Charlotte Peirs
"My dear Glad, Thanks for your letter of the 16th received to-day also for one from Cecily of the 15th. I have had others from Mother & you three recently but think I acknowledged them. I have also had a letter and a box of cigars from Father for which many thanks. Another post has just arrived with a book from Cecily, for which I am grateful. Since I last wrote we have been moved out of the line and are now well back & going back further in a day or two and should get at least a fortnight away from the war. I don't quite know why, but everyone seems very pleased with the Division. Our Brigade certainly had some hard fighting and did very well, but we hadn't much to do except chase the retreating Bosch and simply advanced as far as he let us. I think we were on his heels much earlier than he expected, and consequently got a good deal more ground than he intended us to have. One Brigade got all sorts of stores which the Bosch would never have left it he could help it. At the moment we are in a very nice billet. A country house run by some ancient sisters of mercy as a cottage hospital and almshouse. We have got their best room & a good stove & I have a good bedroom with the Maire. We have got the local Brewery to bath the men in & the school as a Recreation Room, so the men are not so badly off. When we arrived yesterday we thought we were here for some time, but to-day they tell us we are going back further & I hope we find as good a spot next time. the weather is ever so much warmer & if spring has really come, we should have a very pleasant fortnight before us. One of the sisters is now busy reading prayers to the patients next door. She has uttered a ceaseless flow for 10 minutes, so I presume the patients are by now asleep. Anyhow they are very quiet. I hope you have a good time at Havre. Perhaps you will be there when the Limerick warriors return as the old Bosch certainly seems to have something to think about now & one may presume that there is more to come. Excuse the envelope. Love to all Jack. ",1917-04-21,Gladys Peirs 
"My dear Father, Many thanks for two letters & R. k's book, which I was very anxious to read, as I had only just heard it was out and read a review on it. Many thanks also for the offer of a telescope, which we shall be very glad to have, but I tremble for its fate, as it will probably go the way of the two others. We have done another march and are not far from the spot where we spent our first 3 weeks in this country. Absolutely in the depths of bucolicism & almost out of hearing of guns. I gather that the Bosch is doing all he knows to stop us & wasting any number of men in futile counter attacks so I suppose he will keep it up for a bit till the pressure gets to great & then things ought to move. The French here are fairly amiable, but we are so far from the line that they are not used to troops & are making too much money out of their farms to be bothered with soldiers. We had great difficulty in billeting at first with regard to officers beds & messes, as there can be no compulsion but now we have arrived they have changed their attitude a bit. The weather is very various with occasional indications that there is a sun somewhere & that there is a season known as spring. At the moment I am basking in the sun, but carefully out of the wind, which is distinctly chilly. Please thank Mother C. G & O for letters. I am sorry they are taking Burridge, as you will be in difficulties with him away. However I suppose everyone is or will be in the same boat & nothing much is said nowadays when a fluffy damsel lets at £2000 a year house on a 99 year lease at a £50 rental. I should think the trusty Tomlin might come in useful. I spent the morning riding round the training area & billets. The latter are very scattered – about 4 or 5 kilometres along a road, so it takes some little time to see them all. The training area appears to be completely sown with crops, so I don't see that we can do much training over it. However there may be a patch here & there, where we can extend a few men. The question of baths & washing clothes is now the trouble, as we have no facilities such as a brewery which served the purpose at our last halt. However we shall probably unearth a cauldron or two somewhere & then wash the men anywhere. We are on a small river, so the water question does not trouble. Love to all Jack. ",1917-04-26,Hugh Peirs
"My dear Mother, Thanks for your last & for others from C & O. I don't know what has happened as I have written pretty frequent lately. I think 2 letters have gone to G. so you may not have seen them. Anyhow we are not hun hunting or anywhere near them, except a few prisoners which are knocking about. They seem to look after themselves & have very little escort. Someone saw a party get into a lorry & when they were in their escort, a single & ancient warrior handed them up his rifle & bayonet & then they pulled him in, so you see that they are all quite friendly. We did a longish march yesterday & have had a day's rest to-day & more again to-morrow but we are nowhere near the line & no one seems to know yet when & where we are going back. Anyhow we are quite out of the hearing of war noises such as guns or aeroplanes The G. O. C. was round this morning & had us on parade & made a speech & then shook us all by the hand, so it looks as if he is going, but he didn't say anything. However there seems to be a rumour that he is off on some other job & we wonder what we are going to get in his place. We are fairly comfortable in a straggling village, but the weather is so beautiful, that we are out in the fields most of the day. We have a tame canal where the Battalion disported itself this afternoon quite unashamedly in spite of the numerous ladies along the tow paths & in various barges They didn't seem to mind. the barges are enormous things towed indiscriminately by a tug-pair of horses or the barges family – the latter down to the smallest infant each toting its own rope & the whole moving about 1/8th mile per hour in favourable circumstances. The canal water is inclined to be classified as ""polluted"" but I had quite a decent bathe in it, in spite of the scum on the surface. We are living with the most sanctimonious family I have ever come across. They have a picture with a light before it in their dining room, a wall covered with the portraits of fat & unctuous priests & even the table cloth is embroidered with pictures of the apostles in various poses. They must be dreadful people to live with but we don't see anything of them. I see Olive says I must be having a dreadful time. We haven't been within range for 3 weeks & there seem to be no immediate signs of their sending us back. Altogether I am enjoying myself very much. I hope you have good weather & enjoy yourself in Cornwall. Love to all Jack. ",1917-05-11,Charlotte Peirs
"My dear Mother, Thanks for your last & for papers & books. I hope you are getting good weather & a rest as I expect you need it & from what I can gather now that Odd has done it, that you are not required to assist. I suppose she & the young man will run the housekeeping together & lord help the household as they will probably starve. However they won't mind in the circumstances. I hope Lillie & the other relations are well and flourishing. We are out of the trenches after a fairly strenuous tour & back in reserve, but not exactly out of things as the Bosch is now shelling our front door. Consequently I do not intend to go out, as long ^ nothing smaller than his biggest could get into this place (a cellar with 30 ft of earth & trees on top) & he has no really big guns here so far as I know. The Bosch tried to raid us twice the last time we were in. Once he got driven off & the other time unfortunately he took off one of our men – both time with casualties. Love from Jack. ",1917-05-21,Charlotte Peirs
"My dear Father, Very many thanks for the box of cigars you sent, which reached me yesterday. I also got a card from Odd from Dorking to-day. We are still nominally in reserve & expect to go back to the trenches the day after to-morrow. Actually I was up there all last night, as things were very active & 2 of our Companies were sent up to support. I fancy the Bosch intended to attack, but he got so many guns on him that his attack never materialised, though he made two attempts. Our partic- ular piece seems to be very unhealthy especially as the people on either side get nothing. It was rather interesting last night, as we were just out of it all & could watch the whole proceedings. These little shows are really a good deal worse than the bigger ones, as they get the artillery concentrated on them & if you don't happen to be in the middle, they are a very fine sight & even if you are in them it is extraordinary how few casualties are caused. I don't know that there is any particular news. Love to Odd Jack ",1917-05-23,Hugh Peirs 
"My dear Father, Many thanks for your letter. It is very good of you to go on getting telescopes. We have got quite a respectable number at the moment so I would not care to waste another in the trenches, particularly as one rather anticipates a warmer time. I should however much like to have one in reserves, for use if necessary or to replace a broken one. Did I thank you for that last box of cigars? They were quite good and mellow. We are out of the line & in a monastery we were in 3 weeks ago. Being Sunday the monks (Trappists) are now having Vespers & singing a tune I know but cannot place – one of the Easter Hymns I think with alterations. It is a perfect day & I have been basking all the afternoon. The air is stiff with aeroplanes of all kinds, as we are close to a couple of aerodomes & they are coming in & going out all day. I saw a number of our new ones the other day – triplanes. I also saw one of our balloons brought down by a Bosch. It was a long way off, but made quite a fine blare. I don't know what happened to the occupants but assume they got off, as they usually do. The beer question is my only worry at the moment, as it is my job to produce beer for the men & I can't get any anywhere for some unaccountable reason. And they feel it very much. I shall have to steal a lorry somewhere & send a long way back till they find some, as I shall never be forgiven. I had a note from Newton Binney the other day but have not had a chance to see him. He is not far off but his crowd are in the line I fancy. Yours Jack",1917-06-03,Hugh Peirs
"My dear Father, Very many happy returns of the day. I am sorry to have been late in writing but what with the Bosch & other things I have been preoccupied. We have been in close support for the last few days and are now going in to the line – for ordinary trench work I imagine. Anyhow it will be in what were Bosch trenches so we shall have plenty to do to make them habitable. The Bosch comments on the Messines show are really humourous I see that in one place he claims that it ended in his favour, from which statement one can only conclude that he expected to lose 60000 & has only lost 50000 It is already very noticeable what a difference the loss of view makes to his shelling as he strafes away for all he is worth & no one is anywhere near to receive the benefit. The weather is rather hot, but we have had a little rain lately to cool things & altogether it is not unpleasant. The Bosch put a number of gas shells over last night, so I tried to sleep in a gas helmet – a difficult operation & I was not successful. However the trouble did not last more than half an hour. I don't know that they were intended for us, but as we live close to a number of batteries we come in for some of their troubles as well as our own. I saw a number of extracts from letters taken from prisoners lately. They all seem very fed up, but seem to bear it all fairly well. Apparently their officers leave them in the front line entirely to their own devices & live a long way back themselves paying an occasional visit when things are quiet to see that their men are still there. I don't fancy that our men would appreciate that kind of thing. Love to all Jack. ",1917-06-13,Hugh Peirs 
"My dear Father, By this time you should have got my last letter. No watch has reached me & if it has not been sent I should prefer that you should keep it for the present anyhow, as there is every chance that I should lose it & my own is going well. My best congratulations on the success of the potato patch which is a great triumph. Will you keep it going till the autumn or dig them up earlier? I wrote to Olive yesterday but am afraid I was too late for the wedding & you may accordingly have sent my letter on unopened. We are in the line but go out to-night after a fairly strenuous time, both sides being very active with their artillery, but otherwise the tour has been without incident. I am anticipating one or two completely idle days while we are behind as the Battalion will be very much split up & we live in a deep dug-out away from any of the Companies which are attached to other people for the time being. So really there should be nothing to do. As it is no district in which to take constitutionals I suppose I shall spend most of my time underground. Please thank Mother & G. for their letters. I hope Jane behaved herself when being christened. Yrs Jack. ",1917-06-16,Hugh Peirs 
"My dear Mother, Many thanks for letters from you & G. to-day & one from G. yesterday. I was v. glad to have the news of the wedding & to hear that it went off well. I suppose the Record or Herald will come out with some sort of an account. Will you cut it out & let me see it? I am back again from the other crowd I was with two days ago as they have found one of their own officers to command them. However I was with them for a couple of days & found it very interesting. We are by way of being out of the line for 4 days for rest, but this looks more than it is as the first night is entirely occupied with the process of relief & I spent last night up there looking round the new area we are going to & only got back here wet to the bone at 8 this morning, the weather having changed suddenly at 5 & caught me without a coat. We had arranged a concert for the men this afternoon in a neighbouring village, but it was off as the Bosch has taken to strafing the place & they don't like collecting a lot of men together under those conditions. It was a pity, as the troupe, which incidentally is run by Newton Bennings Division, is very good & put up an excellent show. We have a troupe too, but at the moment they have no place to act in & I don't think they are much good anyhow. I think the C. O is going to have a short rest when we go in next, as he has been rather seedy & the accommodation at our new Hqrs is distinctly limited, viz one small concrete Bosch dugout which has just room for 3 inside & in which one has to sleep feed & do office work. From what I could see & hear of it the place is not so active as the last we were in, so we hope for a quieter time. We then hope to go back some way for an appreciable time, but these plans are too far sighted to be a certainty, as rule 1 of all war operations entails the necessity of altering all previous views as near the last moment as possible. Love from Jack. ",1917-06-22,Charlotte Peirs
"My dear Mother, I have several letters to thank you all for and 2 cakes. Since my last letter I have had a variegated time and am at the moment well behind the line & out of the sound of guns and warfare generally. We hope for at least a fortnight here – here being a small & pretty little French village which just accommodates us all comfortably with beds for all the officers. It has been quite a rapid move as I only left the front line trenches at 4 a m yesterday morning & got here at 11 p m last night. We had a moderate time for our 3 days in the line, as the artillery was very active, as also the Bosch patrols. They evidently did not know their position, as they are in one of their old line of trenches. Their aeroplanes are very active too & ours are not very much in evidence at the moment, though they turn up occasionally & chase him off. A whole lot of Bosches came over the other day & did stunts about 500 feet above our line, and as all their machines are painted in brilliant & various hues, we rather enjoyed the display. I fancy our people are being given a bit of a rest as they had a hard time at the beginning of the month & things seem to have settled down for the moment anyhow. However they will no doubt turn up again when the time comes. We were in rather an interesting part of the line on the high ground while the Bosch is in the plain below & we could see his guns firing, so the artillery should have no difficulty in laying them out when they want to. I went over one of the old Bosch positions where he used to look over us from & it was extraordinary how much he could see whereas now he can only see things from his balloons which will cease to exist when necessary – so the tables are nicely turned. I have also recently seen one or two of our balloons brought down. They burn very well & disappear before they reach the ground. It is quite a fine sight, as at the same moment the sky is full of the occupants of all the neighbouring balloons – each in his own parachute descending slowly to the Earth. They have to nip out pretty quickly or the balloon drops on top of them & they don't waste any time about it. When in the line we lived in an old Bosch dug-out made of solid concrete and about 9 ft by 16 ft by 6 ft high inside & most uncomfortable. 3 of us & a signaler crowd into this & most unfortunately the Bosch knows exactly where it is & the thinnest side & doorway is towards him, but it would stand a good deal & the only damage he did was to smash up most of our mess plate (otherwise some enameled plates & mugs). However it was distinctly uncomfortable at the times when he was shooting at it. Luckily there was a rather better one a little way off which we didn't use but which he wasted most of his shells on. There are a lot of concrete dug outs about the place. I don't know how he manages to make them as we never could, but he seems to have had concrete galore. A number have been knocked in by our heavy guns, but a lot have survived & they come in very usefully. I have got a very good billet in a farm & a most comfortable bed, & if the weather is fine we ought to have a very good time, but we have had a lot of storms lately, & when it does rain you get soaking wet in no time. We are also in a land flowing with strawberries & cream, so we have come out at the right time. Unfortunately we are some miles from an anglicised town, so it may be difficult to get things we want. Love to the family. I trust Jane is in form. Yrs Jack. ",1917-06-28,Charlotte Peirs
